Date,BTC_USD,USD_Index,TLT,HYG,US10Y_Yield,VIX,Nasdaq100,SP500
2019-04-23,5465,97.57,98.54,58.40,2.57,12.28,7810.71,2933.68
2019-04-24,5211,98.10,99.35,58.32,2.52,13.14,7784.41,2927.25
2019-04-25,5279,98.20,99.20,58.35,2.53,13.25,7816.92,2926.17
2019-04-26,5268,98.01,99.54,58.49,2.51,12.73,7826.68,2939.88
2019-04-29,5351,97.86,98.90,58.47,2.54,13.11,7839.04,2943.03
2019-04-30,5403,97.48,99.41,58.47,2.51,13.12,7781.46,2945.83
2019-05-01,5505,97.69,99.82,58.28,2.51,14.80,7751.85,2923.73
2019-05-02,5768,97.83,99.34,58.32,2.55,14.42,7724.06,2917.52
2019-05-03,5831,97.52,99.63,58.47,2.53,12.87,7845.73,2945.64
2019-05-06,5830,97.52,99.90,58.50,2.50,15.44,7794.09,2932.47
2019-05-07,5982,97.63,100.67,58.15,2.45,19.32,7640.15,2884.05
2019-05-08,6175,97.62,100.23,58.17,2.48,19.40,7617.55,2879.42
2019-05-09,6379,97.37,100.64,58.08,2.46,19.10,7582.75,2870.72
2019-05-10,7205,97.33,100.50,58.24,2.45,16.04,7586.53,2881.40
2019-05-13,7994,97.32,101.29,57.71,2.40,20.55,7324.13,2811.87
2019-05-14,8205,97.53,101.00,57.84,2.42,18.06,7401.88,2834.41
2019-05-15,7885,97.57,101.62,57.89,2.38,16.44,7503.25,2850.96
2019-05-16,7344,97.84,101.28,58.07,2.40,15.29,7580.14,2876.32
2019-05-17,7271,98.00,101.50,58.05,2.39,15.96,7503.68,2859.53
2019-05-20,7963,97.93,101.29,57.99,2.42,16.31,7376.70,2840.23
2019-05-21,7680,98.06,101.13,58.17,2.43,14.95,7451.02,2864.36
2019-05-22,7882,98.11,101.71,58.22,2.39,14.75,7420.66,2856.27
2019-05-23,7987,97.85,102.86,57.93,2.30,16.92,7307.93,2822.24
2019-05-24,8053,97.61,102.95,57.85,2.32,15.85,7300.96,2826.06
2019-05-28,8659,97.96,103.69,57.80,2.27,17.50,7278.38,2802.39
2019-05-29,8319,98.14,104.00,57.64,2.24,17.90,7216.86,2783.02
2019-05-30,8575,98.14,104.89,57.76,2.23,17.30,7245.40,2788.86
2019-05-31,8564,97.75,106.21,57.34,2.14,18.71,7127.96,2752.06
2019-06-03,7708,97.14,106.92,57.43,2.08,18.86,6978.02,2744.45
2019-06-04,7824,97.07,105.70,58.01,2.12,16.97,7166.75,2803.27
2019-06-05,7822,97.37,105.10,58.15,2.12,16.09,7220.90,2826.15
2019-06-06,8044,97.03,105.44,58.27,2.12,15.93,7275.93,2843.49
2019-06-07,7954,96.61,106.35,58.42,2.08,16.30,7417.29,2873.34
2019-06-10,7928,96.76,105.35,58.51,2.14,15.94,7501.93,2886.73
2019-06-11,8146,96.69,105.42,58.59,2.14,15.99,7513.85,2885.72
2019-06-12,8231,97.00,105.50,58.45,2.13,15.91,7472.29,2879.84
2019-06-13,8694,97.01,105.86,58.59,2.09,15.82,7510.68,2891.64
2019-06-14,8838,97.57,106.13,58.55,2.09,15.28,7479.11,2886.98
2019-06-17,9082,97.56,106.31,58.46,2.09,15.35,7526.52,2889.67
2019-06-18,9274,97.64,106.85,58.87,2.06,15.15,7635.40,2917.75
2019-06-20,10145,96.63,107.28,59.44,2.00,14.75,7738.05,2954.18
2019-06-21,10702,96.22,106.10,59.25,2.07,15.40,7728.78,2950.46
2019-06-24,11791,95.98,106.89,59.25,2.02,15.26,7723.02,2945.35
2019-06-25,13016,96.16,107.23,59.00,1.99,16.28,7591.54,2917.38
2019-06-26,11183,96.21,106.54,58.97,2.05,16.21,7627.05,2913.78
2019-06-27,12407,96.19,107.29,59.13,2.01,15.82,7657.05,2924.92
2019-06-28,11959,96.13,107.22,59.15,2.00,15.08,7671.08,2941.76
2019-07-01,10802,96.84,106.97,59.17,2.03,14.06,7768.14,2964.33
2019-07-02,11961,96.73,107.79,59.30,1.98,12.93,7799.82,2973.01
2019-07-03,11215,96.77,108.56,59.52,1.95,12.57,7857.69,2995.82
2019-07-05,11209,97.25,107.12,59.29,2.05,13.28,7841.30,2990.41
2019-07-08,12574,97.38,107.27,59.17,2.03,13.96,7785.79,2975.95
2019-07-09,12157,97.49,107.23,59.10,2.05,14.09,7826.86,2979.63
2019-07-10,11359,97.10,106.63,59.26,2.06,13.03,7903.40,2993.07
2019-07-11,11816,97.05,105.21,59.15,2.12,12.93,7896.78,2999.91
2019-07-12,11392,96.81,105.33,59.24,2.11,12.39,7943.24,3013.77
2019-07-15,9478,96.93,105.94,59.29,2.09,12.68,7966.93,3014.30
2019-07-16,9694,97.40,105.62,59.16,2.12,12.86,7927.08,3004.04
2019-07-17,10666,97.22,106.76,59.09,2.06,13.97,7888.76,2984.42
2019-07-18,10531,96.79,106.77,59.11,2.04,13.53,7904.13,2995.11
2019-07-19,10767,97.15,106.52,59.01,2.05,14.45,7834.90,2976.61
2019-07-22,9901,97.26,106.72,59.21,2.04,13.53,7905.12,2985.03
2019-07-23,9812,97.71,106.14,59.31,2.07,12.61,7954.56,3005.47
2019-07-24,9912,97.73,106.60,59.36,2.05,12.07,8010.61,3019.56
2019-07-25,9870,97.82,106.09,59.28,2.07,12.74,7929.87,3003.67
2019-07-26,9478,98.01,106.34,59.41,2.08,12.16,8016.95,3025.86
2019-07-29,9607,98.04,106.38,59.32,2.06,12.83,7989.08,3020.97
2019-07-30,10086,98.05,106.63,59.35,2.06,13.94,7952.47,3013.18
2019-07-31,10400,98.52,107.49,59.24,2.02,16.12,7848.78,2980.38
2019-08-01,10518,98.39,109.63,59.21,1.89,17.87,7801.15,2953.56
2019-08-02,10822,98.10,110.64,59.13,1.86,17.61,7692.80,2932.05
2019-08-05,11478,97.50,112.55,58.51,1.74,24.59,7415.69,2844.74
2019-08-06,11942,97.63,113.45,58.89,1.74,20.17,7521.32,2881.77
2019-08-07,11966,97.54,113.49,58.88,1.68,19.49,7551.90,2883.98
2019-08-08,11863,97.62,113.74,59.11,1.72,16.91,7724.83,2938.09
2019-08-09,11354,97.49,113.51,59.03,1.73,17.97,7646.27,2918.65
2019-08-12,10896,97.38,115.88,58.82,1.64,21.09,7561.68,2882.70
2019-08-13,10052,97.81,115.48,59.08,1.68,17.52,7728.15,2926.32
2019-08-14,10312,97.99,118.08,58.56,1.58,22.10,7490.13,2840.60
2019-08-15,10374,98.14,119.39,58.73,1.53,21.18,7484.89,2847.60
2019-08-16,10232,98.14,118.44,58.93,1.54,18.47,7604.11,2888.68
2019-08-19,10763,98.35,116.74,59.10,1.60,16.88,7719.32,2923.65
2019-08-20,10138,98.19,117.95,59.15,1.56,17.50,7664.47,2900.51
2019-08-21,10131,98.30,117.16,59.40,1.58,15.80,7733.22,2924.43
2019-08-22,10408,98.17,116.39,59.51,1.61,16.68,7707.43,2922.95
2019-08-23,10160,97.64,118.30,59.24,1.53,19.87,7464.99,2847.11
2019-08-26,10186,98.08,117.82,59.53,1.54,19.32,7575.02,2878.38
2019-08-27,9754,98.00,119.64,59.50,1.49,20.31,7566.03,2869.16
2019-08-28,9510,98.21,119.79,59.65,1.47,19.35,7587.90,2887.94
2019-08-29,9598,98.51,119.34,59.71,1.52,17.88,7702.31,2924.58
2019-08-30,9631,98.92,119.37,59.65,1.51,18.98,7691.00,2926.46
2019-09-03,10594,98.95,119.52,59.48,1.47,19.66,7609.51,2906.27
2019-09-04,10576,98.45,119.70,59.61,1.46,17.33,7719.25,2937.78
2019-09-05,10353,98.41,117.53,59.84,1.57,16.27,7862.54,2976.00
2019-09-06,10517,98.39,118.37,59.89,1.55,15.00,7852.54,2978.71
2019-09-09,10116,98.28,116.27,59.96,1.62,15.27,7832.40,2978.43
2019-09-10,10178,98.33,114.23,59.99,1.70,15.20,7814.74,2979.39
2019-09-11,10410,98.65,114.03,59.98,1.73,14.61,7887.58,3000.93
2019-09-12,10361,98.31,113.28,60.02,1.79,14.22,7917.34,3009.57
2019-09-13,10358,98.26,110.86,59.91,1.90,13.74,7892.95,3007.39
2019-09-16,10241,98.65,112.27,60.12,1.84,14.67,7852.41,2997.96
2019-09-17,10198,98.26,112.88,60.16,1.81,14.44,7888.79,3005.70
2019-09-18,10266,98.60,113.36,60.12,1.79,13.95,7888.56,3006.73
2019-09-19,10182,98.27,113.70,60.05,1.77,14.05,7901.79,3006.79
2019-09-20,10020,98.51,115.20,60.13,1.75,15.32,7823.55,2992.07
2019-09-23,8621,98.60,115.18,60.10,1.71,14.91,7818.61,2991.78
2019-09-24,8487,98.34,116.57,60.02,1.63,17.05,7710.04,2966.60
2019-09-25,8119,99.04,114.86,59.96,1.73,15.96,7803.54,2984.87
2019-09-26,8252,99.21,115.60,59.91,1.68,16.07,7771.99,2977.62
2019-09-27,8246,99.11,115.89,59.85,1.67,17.22,7681.58,2961.79
2019-09-30,8343,99.38,116.17,59.91,1.67,16.24,7749.45,2976.74
2019-10-01,8393,99.13,116.52,59.78,1.64,18.56,7684.14,2940.25
2019-10-02,8260,99.04,116.80,59.42,1.60,20.56,7550.79,2887.61
2019-10-03,8206,98.86,117.87,59.46,1.54,19.12,7638.39,2910.63
2019-10-04,8152,98.81,118.74,59.65,1.51,17.04,7754.10,2952.01
2019-10-07,8229,98.99,117.76,59.60,1.55,17.86,7725.13,2938.79
2019-10-08,8596,99.14,118.07,59.38,1.54,20.28,7604.27,2893.06
2019-10-09,8586,99.12,117.41,59.56,1.59,18.64,7690.53,2919.40
2019-10-10,8322,98.71,115.66,59.63,1.66,17.57,7740.36,2938.13
2019-10-11,8337,98.30,114.23,59.88,1.75,15.58,7843.88,2970.27
2019-10-14,8205,98.45,115.06,59.92,1.73,14.57,7842.33,2966.15
2019-10-15,8048,98.29,113.67,60.05,1.77,13.54,7942.85,2995.68
2019-10-16,8104,98.01,113.80,60.00,1.75,13.68,7920.21,2989.69
2019-10-17,7973,97.61,113.53,60.09,1.76,13.79,7942.14,2997.95
2019-10-18,7989,97.28,113.53,60.10,1.75,14.25,7868.49,2986.20
2019-10-21,8078,97.33,112.67,60.12,1.79,14.00,7940.33,3006.72
2019-10-22,7515,97.53,113.33,60.14,1.77,14.46,7874.62,2995.99
2019-10-23,7493,97.47,113.45,60.19,1.76,14.01,7889.47,3004.52
2019-10-24,8661,97.63,113.22,60.26,1.77,13.71,7966.72,3010.29
2019-10-25,9245,97.83,112.66,60.31,1.80,12.65,8029.22,3022.55
2019-10-28,9428,97.76,111.64,60.30,1.85,13.11,8110.67,3039.42
2019-10-29,9206,97.69,111.71,60.19,1.84,13.20,8047.51,3036.89
2019-10-30,9200,97.65,113.35,60.11,1.80,12.33,8083.11,3046.77
2019-10-31,9261,97.35,114.88,59.91,1.69,13.22,8083.83,3037.56
2019-11-01,9325,97.24,114.52,60.16,1.73,12.30,8161.17,3066.91
2019-11-04,9343,97.51,113.02,60.29,1.79,12.83,8210.66,3078.27
2019-11-05,9361,97.98,111.75,60.23,1.87,13.10,8210.18,3074.62
2019-11-06,9268,97.95,112.42,60.16,1.81,12.62,8196.03,3076.78
2019-11-07,8805,98.14,110.38,60.13,1.93,12.73,8219.65,3085.18
2019-11-08,8814,98.35,109.92,60.19,1.93,12.07,8255.89,3093.08
2019-11-11,8816,98.20,109.99,60.15,1.94,12.69,8241.91,3087.01
2019-11-12,8808,98.31,110.50,60.16,1.91,12.68,8263.79,3091.84
2019-11-13,8708,98.37,111.22,60.10,1.87,13.00,8259.81,3094.04
2019-11-14,8492,98.16,112.36,60.07,1.82,13.05,8257.83,3096.63
2019-11-15,8551,98.00,112.24,60.25,1.83,12.05,8315.52,3120.46
2019-11-18,8206,97.79,112.45,60.17,1.81,12.46,8328.48,3122.03
2019-11-19,8027,97.86,113.38,59.96,1.79,12.86,8338.74,3120.18
2019-11-20,7643,97.93,114.56,59.83,1.74,12.78,8283.75,3108.46
2019-11-21,7297,97.99,113.84,59.85,1.77,13.13,8265.62,3103.54
2019-11-22,7398,98.27,113.99,60.07,1.77,12.34,8272.05,3110.29
2019-11-25,7218,98.32,114.32,60.23,1.76,11.87,8371.93,3133.64
2019-11-26,7532,98.25,114.99,60.30,1.74,11.54,8385.75,3140.52
2019-11-27,7463,98.41,114.65,60.38,1.77,11.75,8444.71,3153.63
2019-11-29,7570,98.27,114.41,60.25,1.78,12.62,8403.68,3140.98
2019-12-02,7320,97.86,112.88,60.21,1.84,14.91,8309.26,3113.87
2019-12-03,7252,97.74,115.25,60.12,1.71,15.96,8254.74,3093.20
2019-12-04,7448,97.65,114.10,60.30,1.78,14.80,8296.53,3112.76
2019-12-05,7547,97.41,113.55,60.39,1.80,14.52,8308.40,3117.43
2019-12-06,7556,97.70,112.92,60.48,1.84,13.62,8397.37,3145.91
2019-12-09,7278,97.64,113.16,60.48,1.83,15.86,8362.74,3135.96
2019-12-10,7217,97.41,113.17,60.62,1.83,15.68,8354.29,3132.52
2019-12-11,7243,97.16,114.06,60.75,1.79,14.99,8402.61,3141.63
2019-12-12,7270,97.40,112.18,60.89,1.90,13.94,8466.89,3168.57
2019-12-13,7125,97.17,113.48,60.95,1.82,12.63,8487.71,3168.80
2019-12-16,6641,97.07,112.46,61.07,1.89,12.14,8570.33,3191.45
2019-12-17,7277,97.21,112.30,61.26,1.89,12.29,8575.70,3192.52
2019-12-18,7203,97.41,111.38,61.37,1.92,12.58,8580.62,3191.14
2019-12-19,7219,97.42,111.56,61.34,1.91,12.50,8641.29,3205.37
2019-12-20,7191,97.71,111.71,61.25,1.92,12.51,8678.49,3221.22
2019-12-23,7323,97.66,111.54,61.27,1.93,12.61,8696.01,3224.01
2019-12-24,7275,97.65,111.86,61.32,1.91,12.67,8699.51,3223.38
2019-12-26,7290,97.59,112.13,61.41,1.90,12.65,8778.31,3239.91
2019-12-27,7318,96.92,112.26,61.39,1.87,13.43,8770.98,3240.02
2019-12-30,7194,96.74,111.85,61.34,1.89,14.82,8709.73,3221.29
2019-12-31,7200,96.39,110.75,61.40,1.92,13.78,8733.07,3230.78
2020-01-02,7345,96.85,112.00,61.66,1.88,12.47,8872.22,3257.85
2020-01-03,7411,96.84,113.73,61.60,1.79,14.02,8793.90,3234.85
2020-01-06,8164,96.67,113.08,61.53,1.81,13.85,8848.52,3246.28
2020-01-07,8080,96.98,112.52,61.48,1.83,13.79,8846.45,3237.18
2020-01-08,7879,97.30,111.78,61.53,1.87,13.45,8912.37,3253.05
2020-01-09,8167,97.45,112.17,61.69,1.86,12.54,8989.63,3274.70
2020-01-10,8038,97.36,113.17,61.71,1.83,12.56,8966.64,3265.35
2020-01-13,8828,97.35,112.83,61.71,1.85,12.32,9070.65,3288.13
2020-01-14,8807,97.37,113.41,61.71,1.82,12.39,9033.42,3283.15
2020-01-15,8724,97.23,114.16,61.72,1.79,12.42,9035.67,3289.29
2020-01-16,8929,97.32,113.80,61.74,1.81,12.32,9125.00,3316.81
2020-01-17,8943,97.61,112.83,61.69,1.84,12.10,9173.73,3329.62
2020-01-21,8681,97.53,114.01,61.56,1.77,12.85,9166.63,3320.79
2020-01-22,8407,97.53,114.41,61.67,1.77,12.91,9188.58,3321.75
2020-01-23,8445,97.69,115.21,61.48,1.74,12.98,9216.98,3325.54
2020-01-24,8368,97.85,116.15,61.22,1.68,14.56,9141.47,3295.47
2020-01-27,9359,97.96,117.95,60.81,1.61,18.23,8952.18,3243.63
2020-01-28,9317,98.02,117.03,61.34,1.64,16.28,9090.93,3276.24
2020-01-29,9509,97.99,118.17,61.30,1.59,16.39,9101.61,3273.40
2020-01-30,9351,97.87,118.19,61.36,1.56,15.49,9136.09,3283.66
2020-01-31,9393,97.39,119.27,61.11,1.52,18.84,8991.51,3225.52
2020-02-03,9181,97.80,119.17,61.10,1.52,17.97,9126.23,3248.92
2020-02-04,9613,97.96,117.57,61.47,1.60,16.05,9334.06,3297.59
2020-02-05,9730,98.27,116.28,61.72,1.65,15.15,9367.48,3334.69
2020-02-06,9796,98.50,116.81,61.77,1.64,14.96,9445.92,3345.78
2020-02-07,9865,98.68,118.26,61.68,1.58,15.47,9401.10,3327.71
2020-02-10,10208,98.83,118.59,61.76,1.55,15.04,9516.84,3352.09
2020-02-11,10326,98.72,117.99,61.80,1.59,15.18,9517.86,3357.75
2020-02-12,10214,99.05,117.40,61.97,1.63,13.74,9613.20,3379.45
2020-02-13,10312,99.07,117.85,61.99,1.62,14.15,9595.70,3373.94
2020-02-14,9889,99.12,118.36,61.98,1.59,13.68,9623.58,3380.16
2020-02-18,9633,99.46,119.17,61.85,1.56,14.83,9629.80,3370.29
2020-02-19,9608,99.60,119.16,61.88,1.57,14.38,9718.73,3386.15
2020-02-20,9686,99.87,120.10,61.99,1.52,15.56,9627.83,3373.23
2020-02-21,9663,99.26,121.22,61.93,1.47,17.08,9446.69,3337.75
2020-02-24,9342,99.29,123.03,61.26,1.38,25.03,9079.63,3225.89
2020-02-25,8821,98.97,123.68,60.84,1.33,27.85,8834.87,3128.21
2020-02-26,8784,99.00,123.03,60.90,1.31,27.56,8873.76,3116.39
2020-02-27,8672,98.44,124.36,60.08,1.30,39.16,8436.67,2978.76
2020-02-28,8600,98.13,127.17,60.33,1.13,40.11,8461.83,2954.22
2020-03-02,8788,97.36,126.24,60.78,1.09,33.42,8877.98,3090.23
2020-03-03,8755,97.15,128.20,60.52,1.01,36.82,8594.49,3003.37
2020-03-04,9079,97.34,126.84,61.35,0.99,31.99,8949.28,3130.12
2020-03-05,9123,96.82,129.99,60.58,0.93,39.62,8671.66,3023.94
2020-03-06,8910,95.95,136.76,59.90,0.71,41.94,8530.34,2972.37
2020-03-09,7910,94.90,140.46,57.32,0.50,54.46,7948.03,2746.56
2020-03-10,7911,96.41,133.26,58.20,0.75,47.30,8372.27,2882.23
2020-03-11,4971,96.51,128.36,56.93,0.82,53.90,8006.12,2741.38
2020-03-12,5564,97.47,129.16,54.66,0.85,75.47,7263.65,2480.64
2020-03-13,5200,98.75,126.24,56.37,0.95,57.83,7995.26,2711.02
2020-03-16,5226,98.09,134.41,53.28,0.73,82.69,7020.38,2386.13
2020-03-17,5238,99.58,125.45,53.78,1.00,75.91,7473.95,2529.19
2020-03-18,6191,101.16,118.37,51.40,1.27,76.45,7175.18,2398.10
2020-03-19,6199,102.76,121.60,50.25,1.12,72.00,7288.52,2409.39
2020-03-20,6185,102.82,130.74,49.12,0.94,66.04,6994.29,2304.92
2020-03-23,6735,102.49,136.13,48.33,0.76,61.59,7006.92,2237.40
2020-03-24,6681,101.74,133.59,50.33,0.82,61.67,7553.83,2447.33
2020-03-25,6716,101.05,133.29,51.74,0.86,63.95,7469.62,2475.56
2020-03-26,6470,99.42,133.95,54.11,0.81,61.00,7897.13,2630.07
2020-03-27,6242,98.37,137.52,54.25,0.75,65.54,7588.37,2541.47
2020-03-30,6439,99.18,136.39,54.71,0.67,57.08,7889.01,2626.65
2020-03-31,6607,99.05,135.28,54.28,0.70,53.54,7813.50,2584.59
2020-04-01,6794,99.67,137.18,52.79,0.63,57.06,7486.29,2470.50
2020-04-02,6733,100.18,138.05,53.20,0.63,50.91,7635.66,2526.90
2020-04-03,6868,100.58,138.38,52.06,0.59,46.80,7528.11,2488.65
2020-04-06,7176,100.69,138.01,53.32,0.68,45.24,8081.66,2663.68
2020-04-07,7334,99.98,136.57,53.32,0.74,46.70,8049.31,2659.41
2020-04-08,7302,100.12,135.58,54.71,0.76,43.35,8229.54,2749.98
2020-04-09,6865,99.52,135.82,58.29,0.73,41.67,8238.53,2789.82
2020-04-13,6842,99.35,134.58,57.46,0.75,41.17,8332.74,2761.63
2020-04-14,6642,98.89,134.55,57.70,0.75,37.76,8692.16,2846.06
2020-04-15,7117,99.46,138.11,57.16,0.64,40.84,8591.96,2783.36
2020-04-16,7096,100.03,139.68,57.10,0.61,40.11,8757.83,2799.55
2020-04-17,7258,99.78,137.81,57.39,0.65,38.15,8832.41,2874.56
2020-04-20,6880,99.96,138.92,56.53,0.63,43.83,8726.51,2823.16
2020-04-21,7117,100.26,140.67,55.50,0.57,45.41,8403.00,2736.56
2020-04-22,7430,100.39,139.23,55.99,0.62,41.98,8664.64,2799.31
2020-04-23,7551,100.43,139.97,55.96,0.61,41.38,8641.50,2797.80
2020-04-24,7570,100.38,140.30,55.43,0.60,35.93,8786.60,2836.74
2020-04-27,7807,100.04,137.69,55.66,0.66,33.29,8837.66,2878.48
2020-04-28,8801,99.87,139.27,55.83,0.61,33.57,8677.60,2863.39
2020-04-29,8659,99.57,138.55,56.81,0.63,31.23,8982.76,2939.51
2020-04-30,8865,99.02,136.93,56.93,0.62,34.15,9000.51,2912.43
2020-05-01,8989,98.80,138.10,55.94,0.64,37.19,8718.18,2830.71
2020-05-04,9003,99.48,137.45,55.87,0.64,35.97,8834.11,2842.74
2020-05-05,9269,99.71,136.57,56.35,0.66,33.61,8930.62,2868.44
2020-05-06,9952,100.09,134.37,56.03,0.71,34.12,8984.86,2848.42
2020-05-07,9843,99.89,136.62,56.17,0.63,31.44,9101.88,2881.19
2020-05-08,9594,99.73,134.84,56.71,0.68,27.98,9220.35,2929.80
2020-05-11,8804,100.24,133.79,56.45,0.73,27.57,9298.92,2930.19
2020-05-12,9270,99.93,135.16,56.38,0.68,33.04,9112.45,2870.12
2020-05-13,9734,100.24,136.11,56.08,0.65,35.28,9000.08,2820.00
2020-05-14,9328,100.47,137.44,55.89,0.62,32.61,9094.42,2852.50
2020-05-15,9377,100.40,137.08,55.97,0.64,31.89,9152.64,2863.70
2020-05-18,9729,99.67,134.07,56.95,0.74,29.30,9331.93,2953.91
2020-05-19,9523,99.37,134.58,57.03,0.71,30.53,9298.54,2922.94
2020-05-20,9082,99.12,134.98,57.63,0.68,27.99,9485.02,2971.61
2020-05-21,9183,99.37,135.32,57.62,0.68,29.53,9377.99,2948.51
2020-05-22,9209,99.86,136.13,57.76,0.66,28.16,9413.99,2955.45
2020-05-26,9181,98.91,134.30,58.19,0.70,28.01,9389.98,2991.77
2020-05-27,9526,99.06,134.06,58.31,0.68,27.62,9442.05,3036.13
2020-05-28,9439,98.38,133.56,58.37,0.70,28.59,9416.71,3029.73
2020-05-29,9700,98.34,134.52,58.60,0.65,27.51,9555.53,3044.31
2020-06-01,9530,97.83,133.61,59.05,0.66,28.23,9598.89,3055.73
2020-06-02,9657,97.67,133.13,59.63,0.68,26.84,9657.31,3080.82
2020-06-03,9801,97.28,131.36,59.91,0.76,25.66,9704.69,3122.87
2020-06-04,9666,96.68,129.45,59.73,0.82,25.81,9629.66,3112.35
2020-06-05,9654,96.94,128.53,60.29,0.90,24.52,9824.39,3193.93
2020-06-08,9796,96.62,129.03,60.36,0.88,25.81,9901.52,3232.39
2020-06-09,9870,96.32,130.49,59.89,0.83,27.57,9967.17,3207.18
2020-06-10,9322,95.96,132.43,59.80,0.75,27.57,10094.26,3190.14
2020-06-11,9481,96.73,134.93,58.27,0.65,40.79,9588.48,3002.10
2020-06-12,9475,97.32,133.63,58.85,0.70,36.09,9663.78,3041.31
2020-06-15,9538,96.68,133.70,59.42,0.70,34.40,9776.89,3066.59
2020-06-16,9480,96.96,131.65,59.66,0.76,33.67,9949.37,3124.74
2020-06-17,9412,97.16,132.20,59.38,0.73,33.47,9982.48,3113.49
2020-06-18,9288,97.42,133.60,59.36,0.69,32.94,10012.05,3115.34
2020-06-22,9630,97.04,133.72,59.12,0.70,31.77,10130.33,3117.86
2020-06-23,9314,96.69,132.81,59.20,0.71,31.37,10209.82,3131.29
2020-06-24,9265,97.15,134.23,58.60,0.68,33.84,10002.70,3050.33
2020-06-25,9163,97.43,134.62,58.62,0.67,32.22,10101.83,3083.76
2020-06-26,9045,97.50,136.06,58.06,0.64,34.73,9849.36,3009.05
2020-06-29,9138,97.54,135.63,57.73,0.64,31.78,9961.16,3053.24
2020-06-30,9228,97.39,134.97,58.26,0.65,30.43,10156.85,3100.29
2020-07-01,9123,97.20,134.71,58.44,0.68,28.62,10279.25,3115.86
2020-07-02,9087,97.32,134.85,58.87,0.67,27.68,10341.89,3130.01
2020-07-06,9252,96.79,134.30,59.30,0.68,27.94,10604.06,3179.72
2020-07-07,9428,96.88,136.18,58.90,0.65,29.43,10524.01,3145.32
2020-07-08,9278,96.43,135.64,59.06,0.65,28.08,10666.70,3169.94
2020-07-09,9279,96.70,137.80,58.93,0.61,29.26,10754.59,3152.05
2020-07-10,9240,96.65,137.11,59.13,0.63,27.29,10836.33,3185.04
2020-07-13,9243,96.46,137.56,58.81,0.64,32.19,10602.21,3155.22
2020-07-14,9193,96.26,137.76,59.31,0.62,29.52,10689.52,3197.52
2020-07-15,9132,96.08,137.12,59.65,0.63,27.76,10701.68,3226.56
2020-07-16,9151,96.35,137.77,59.70,0.61,28.00,10626.46,3215.57
2020-07-17,9159,95.94,137.48,59.87,0.63,25.68,10645.22,3224.73
2020-07-20,9375,95.83,137.82,60.23,0.62,24.46,10952.08,3251.84
2020-07-21,9525,95.12,137.90,60.51,0.61,24.84,10833.07,3257.30
2020-07-22,9581,94.97,138.31,60.63,0.60,24.32,10870.75,3276.02
2020-07-23,9537,94.69,139.93,60.59,0.58,26.08,10580.59,3235.66
2020-07-24,9677,94.44,139.92,60.64,0.59,25.84,10483.13,3215.63
2020-07-27,10913,93.67,139.40,60.79,0.61,24.74,10674.38,3239.41
2020-07-28,11100,93.76,140.36,60.63,0.58,25.44,10532.50,3218.44
2020-07-29,11111,93.26,140.12,60.97,0.58,24.10,10662.98,3258.44
2020-07-30,11323,93.02,141.05,61.10,0.54,24.76,10715.51,3246.22
2020-07-31,11760,93.49,140.96,61.21,0.54,24.46,10905.88,3271.12
2020-08-03,11206,93.50,140.25,61.23,0.56,24.28,11055.08,3294.61
2020-08-04,11747,93.38,141.58,61.20,0.51,23.76,11096.54,3306.51
2020-08-05,11780,92.83,140.35,61.31,0.54,22.99,11125.44,3327.77
2020-08-06,11601,92.79,141.13,61.45,0.54,22.65,11267.08,3349.16
2020-08-07,11754,93.44,140.19,61.30,0.56,22.21,11139.39,3351.28
2020-08-10,11411,93.58,139.56,61.33,0.57,22.13,11085.17,3360.47
2020-08-11,11585,93.63,137.90,60.77,0.66,24.03,10876.08,3333.69
2020-08-12,11784,93.44,136.65,60.79,0.67,22.28,11157.72,3380.35
2020-08-13,11769,93.34,135.19,60.62,0.72,22.13,11178.37,3373.43
2020-08-14,11866,93.10,134.66,60.51,0.71,22.05,11164.45,3372.85
2020-08-17,11991,92.85,135.00,60.87,0.68,21.35,11288.57,3381.99
2020-08-18,11758,92.27,135.96,60.97,0.67,21.51,11399.03,3389.78
2020-08-19,11878,92.89,135.11,60.79,0.68,22.54,11318.64,3374.85
2020-08-20,11592,92.79,136.34,60.99,0.64,22.72,11477.05,3385.51
2020-08-21,11682,93.25,137.15,60.99,0.64,22.54,11555.16,3397.16
2020-08-24,11366,93.30,136.93,61.27,0.65,22.37,11626.17,3431.28
2020-08-25,11488,93.02,135.88,61.33,0.68,22.03,11721.81,3443.62
2020-08-26,11323,93.01,135.36,61.33,0.69,23.27,11971.94,3478.73
2020-08-27,11542,93.01,133.06,61.23,0.75,24.47,11926.16,3484.55
2020-08-28,11507,92.37,132.96,61.28,0.73,22.96,11995.85,3508.01
2020-08-31,11970,92.14,133.84,61.20,0.69,26.41,12110.70,3500.31
2020-09-01,11414,92.34,135.37,61.53,0.67,26.12,12292.86,3526.65
2020-09-02,10245,92.85,136.66,61.60,0.65,26.57,12420.54,3580.84
2020-09-03,10512,92.74,137.05,61.22,0.62,33.60,11771.37,3455.06
2020-09-04,10170,92.72,134.45,61.05,0.72,30.75,11622.13,3426.96
2020-09-08,10242,93.48,135.28,60.71,0.68,31.46,11068.26,3331.84
2020-09-09,10363,93.26,134.91,61.19,0.70,28.81,11395.85,3398.96
